clip_id,frame_index,method,output_status,wrong_part,box_quality,instance,note
holdout-cat-playing-taiwan,27,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,28,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,29,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,30,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,31,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,32,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,33,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,34,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,35,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,36,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,37,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,38,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-cat-playing-taiwan,39,tail_grounded_v1,wrong_part,torso,unusable,,override: detector labels the orange rump patch a tail (checked on overlays 2026-09-20 after the holdout truth was frozen)
holdout-dejeuner-des-minet-1906,0,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,1,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,2,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,3,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,4,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,5,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,6,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,7,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,8,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,9,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,10,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,11,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,12,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,13,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,14,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,15,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,16,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,17,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,18,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,19,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,20,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,21,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,22,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,23,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,24,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,25,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,26,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,27,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,28,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,29,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,30,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,31,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,32,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,33,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,34,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,35,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,36,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,37,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,38,tail_grounded_v1,no_output,,,,no_cat
holdout-dejeuner-des-minet-1906,39,tail_grounded_v1,no_output,,,,no_cat
holdout-larry-nails,0,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,1,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,2,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,3,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,4,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,5,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,6,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,7,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,8,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,9,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,10,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,11,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,12,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,13,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,14,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,15,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,16,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,17,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,18,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,19,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,20,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,21,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,22,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,23,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,24,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,25,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,26,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,27,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,28,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,29,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,30,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,31,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,32,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,33,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,34,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,35,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,36,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,37,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,38,tail_grounded_v1,correct,,usable,target,
holdout-larry-nails,39,tail_grounded_v1,correct,,usable,target,
