clip_id,frame_index,method,output_status,wrong_part,box_quality,note
commons-cat-jumping-backwards,5,v1_loose,no_output,,,temporal_none
commons-cat-jumping-backwards,6,v1_loose,no_output,,,temporal_none
commons-cat-jumping-backwards,7,v1_loose,correct,,usable,
commons-cat-jumping-backwards,8,v1_loose,correct,,usable,
commons-cat-jumping-backwards,9,v1_loose,correct,,usable,
commons-cat-jumping-backwards,10,v1_loose,correct,,usable,
commons-cat-jumping-backwards,11,v1_loose,correct,,usable,
commons-cat-jumping-backwards,12,v1_loose,correct,,usable,
commons-cat-jumping-backwards,13,v1_loose,no_output,,,no_tail_box
commons-cat-jumping-backwards,14,v1_loose,no_output,,,temporal_none
commons-cat-jumping-backwards,15,v1_loose,no_output,,,no_tail_box
commons-cat-jumping-backwards,16,v1_loose,correct,,usable,
commons-cat-jumping-backwards,17,v1_loose,correct,,usable,
commons-cat-jumping-backwards,18,v1_loose,no_output,,,no_tail_box
commons-cat-jumping-backwards,19,v1_loose,no_output,,,no_tail_box
commons-cat-jumping-backwards,20,v1_loose,correct,,usable,
commons-cat-jumping-backwards,21,v1_loose,correct,,usable,
commons-cat-jumping-backwards,22,v1_loose,correct,,usable,
commons-cat-jumping-backwards,23,v1_loose,correct,,usable,
commons-cat-licking-tail,0,v1_loose,correct,,usable,
commons-cat-licking-tail,1,v1_loose,correct,,usable,
commons-cat-licking-tail,2,v1_loose,correct,,usable,
commons-cat-licking-tail,3,v1_loose,correct,,usable,
commons-cat-licking-tail,4,v1_loose,correct,,usable,
commons-cat-licking-tail,5,v1_loose,correct,,usable,
commons-cat-licking-tail,6,v1_loose,correct,,usable,
commons-cat-licking-tail,7,v1_loose,correct,,usable,
commons-cat-licking-tail,8,v1_loose,correct,,usable,
commons-cat-licking-tail,9,v1_loose,correct,,usable,
commons-cat-licking-tail,10,v1_loose,correct,,usable,
commons-cat-licking-tail,11,v1_loose,correct,,usable,
commons-cat-licking-tail,12,v1_loose,correct,,usable,
commons-cat-licking-tail,13,v1_loose,correct,,usable,
commons-cat-licking-tail,14,v1_loose,correct,,usable,
commons-cat-licking-tail,15,v1_loose,correct,,usable,
commons-cat-licking-tail,16,v1_loose,correct,,usable,
commons-cat-licking-tail,17,v1_loose,correct,,usable,
commons-cat-licking-tail,18,v1_loose,correct,,usable,
commons-cat-licking-tail,19,v1_loose,correct,,usable,
commons-cat-licking-tail,20,v1_loose,correct,,usable,
commons-cat-licking-tail,21,v1_loose,correct,,usable,
commons-cat-licking-tail,22,v1_loose,correct,,usable,
commons-cat-licking-tail,23,v1_loose,correct,,usable,
commons-cat-licking-tail,24,v1_loose,correct,,usable,
commons-cat-licking-tail,25,v1_loose,correct,,usable,
commons-cat-licking-tail,26,v1_loose,correct,,usable,
commons-cat-licking-tail,27,v1_loose,no_output,,,temporal_none
commons-cat-licking-tail,28,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,29,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,30,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,31,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,32,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,33,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,34,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,35,v1_loose,no_output,,,temporal_none
commons-cat-licking-tail,36,v1_loose,no_output,,,temporal_none
commons-cat-licking-tail,37,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,38,v1_loose,no_output,,,temporal_none
commons-cat-licking-tail,39,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,40,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,41,v1_loose,no_output,,,temporal_none
commons-cat-licking-tail,42,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,43,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,44,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,45,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,46,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,47,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,48,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,49,v1_loose,no_output,,,no_tail_box
commons-cat-licking-tail,50,v1_loose,no_output,,,temporal_none
commons-cat-licking-tail,51,v1_loose,no_output,,,temporal_none
commons-cat-plays,0,v1_loose,no_output,,,temporal_none
commons-cat-plays,1,v1_loose,no_output,,,temporal_none
commons-cat-plays,2,v1_loose,no_output,,,temporal_none
commons-cat-plays,3,v1_loose,no_output,,,temporal_none
commons-cat-plays,4,v1_loose,no_output,,,temporal_none
commons-cat-plays,5,v1_loose,correct,,usable,
commons-cat-plays,6,v1_loose,wrong_part,other,,auto: box does not match reference (or frame not visible)
commons-cat-plays,7,v1_loose,correct,,usable,
commons-cat-plays,8,v1_loose,correct,,usable,
commons-cat-plays,9,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,10,v1_loose,no_output,,,temporal_none
commons-cat-plays,11,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,12,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,13,v1_loose,no_output,,,temporal_none
commons-cat-plays,14,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,15,v1_loose,no_output,,,temporal_none
commons-cat-plays,16,v1_loose,no_output,,,temporal_none
commons-cat-plays,17,v1_loose,no_output,,,temporal_none
commons-cat-plays,18,v1_loose,no_output,,,temporal_none
commons-cat-plays,19,v1_loose,correct,,usable,
commons-cat-plays,20,v1_loose,correct,,usable,
commons-cat-plays,21,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,22,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,23,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,24,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,25,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,26,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,27,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,28,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,29,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,30,v1_loose,no_output,,,temporal_none
commons-cat-plays,31,v1_loose,no_output,,,all_look_like_paw
commons-cat-plays,32,v1_loose,no_output,,,all_look_like_paw
