clip_id,frame_index,method,output_status,wrong_part,box_quality,note
commons-cat-licking-tail,31,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,32,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,33,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,34,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,35,v2b_intersection,no_output,,,temporal_none
commons-cat-licking-tail,36,v2b_intersection,no_output,,,temporal_none
commons-cat-licking-tail,37,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,38,v2b_intersection,no_output,,,temporal_none
commons-cat-licking-tail,39,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,40,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,41,v2b_intersection,no_output,,,temporal_none
commons-cat-licking-tail,42,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,43,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,44,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,45,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,46,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,47,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,48,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,49,v2b_intersection,no_output,,,no_tail_box
commons-cat-licking-tail,50,v2b_intersection,no_output,,,temporal_none
commons-cat-licking-tail,51,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,0,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,1,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,2,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,3,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,4,v2b_intersection,correct,other,partial,override: as tail_grounded_v2 (reach-1 propagated mask on the tail)
commons-cat-plays,5,v2b_intersection,correct,,usable,
commons-cat-plays,6,v2b_intersection,wrong_part,paw,unusable,override: white hind paw
commons-cat-plays,7,v2b_intersection,correct,,usable,
commons-cat-plays,8,v2b_intersection,correct,,usable,
commons-cat-plays,9,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,10,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,11,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,12,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,13,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,14,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,15,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,16,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,17,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,18,v2b_intersection,no_output,,,propagation_rejected
commons-cat-plays,19,v2b_intersection,correct,,usable,
commons-cat-plays,20,v2b_intersection,correct,,usable,
commons-cat-plays,21,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,22,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,23,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,24,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,25,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,26,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,27,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,28,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,29,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,30,v2b_intersection,no_output,,,temporal_none
commons-cat-plays,31,v2b_intersection,no_output,,,all_look_like_paw
commons-cat-plays,32,v2b_intersection,no_output,,,all_look_like_paw
