clip_id,frame_index,method,output_status,wrong_part,box_quality,instance,note
commons-black-cat-walking,33,tail_grounded_v1,correct,,usable,target,
commons-black-cat-walking,34,tail_grounded_v1,correct,,usable,target,
commons-black-cat-walking,35,tail_grounded_v1,correct,,usable,target,
commons-black-cat-walking,36,tail_grounded_v1,no_output,,,,no_tail_box
commons-black-cat-walking,37,tail_grounded_v1,no_output,,,,no_cat
commons-cat-jumping-backwards,0,tail_grounded_v1,no_output,,,,no_cat
commons-cat-jumping-backwards,1,tail_grounded_v1,no_output,,,,no_cat
commons-cat-jumping-backwards,2,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-jumping-backwards,3,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-jumping-backwards,4,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-jumping-backwards,5,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-jumping-backwards,6,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-jumping-backwards,7,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,8,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,9,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,10,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,11,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,12,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,13,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-jumping-backwards,14,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-jumping-backwards,15,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-jumping-backwards,16,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,17,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,18,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-jumping-backwards,19,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-jumping-backwards,20,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,21,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,22,tail_grounded_v1,correct,,usable,target,
commons-cat-jumping-backwards,23,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,0,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,1,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,2,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,3,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,4,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,5,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,6,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,7,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,8,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,9,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,10,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,11,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,12,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,13,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,14,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,15,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,16,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,17,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,18,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,19,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,20,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,21,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,22,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,23,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,24,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,25,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,26,tail_grounded_v1,correct,,usable,target,
commons-cat-licking-tail,27,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-licking-tail,28,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,29,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,30,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,31,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,32,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,33,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,34,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,35,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-licking-tail,36,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-licking-tail,37,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,38,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-licking-tail,39,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,40,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,41,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-licking-tail,42,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,43,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,44,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,45,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,46,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,47,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,48,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,49,tail_grounded_v1,no_output,,,,no_tail_box
commons-cat-licking-tail,50,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-licking-tail,51,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,0,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,1,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,2,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,3,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,4,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,5,tail_grounded_v1,correct,,usable,target,
commons-cat-plays,6,tail_grounded_v1,wrong_part,paw,unusable,,override: white hind paw
commons-cat-plays,7,tail_grounded_v1,correct,,usable,target,
commons-cat-plays,8,tail_grounded_v1,correct,,usable,target,
commons-cat-plays,9,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,10,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,11,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,12,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,13,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,14,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,15,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,16,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,17,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,18,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,19,tail_grounded_v1,correct,,usable,target,
commons-cat-plays,20,tail_grounded_v1,correct,,usable,target,
commons-cat-plays,21,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,22,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,23,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,24,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,25,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,26,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,27,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,28,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,29,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,30,tail_grounded_v1,no_output,,,,temporal_none
commons-cat-plays,31,tail_grounded_v1,no_output,,,,all_look_like_paw
commons-cat-plays,32,tail_grounded_v1,no_output,,,,all_look_like_paw
